category;income;savings;debt;benefits;investments;kids;fiscal_partner;consumption_reduced;consumption_standard
2.0;24770.91;38041.9;28394.78;4883.67;20753.08;0.0;1.0;8715.64;8669.82
2.0;24238.84;40418.23;38619.46;21166.32;16993.42;1.0;1.0;9362.99;9210.76
4.0;507420.91;686435.88;0.0;0.0;340675.37;2.0;0.0;40445.25;86261.55
2.0;28681.95;28141.57;41961.49;11553.84;30189.79;2.0;1.0;11023.21;11759.6
2.0;28175.49;40646.02;46432.89;19224.6;25530.08;5.0;0.0;14861.42;6657.035000000001
3.0;38690.22;73071.91;7717.92;0.0;66098.28;1.0;0.0;11642.83;12380.87
2.0;19726.61;30297.15;29657.51;9687.27;20686.02;2.0;1.0;9142.59;8087.91
2.0;24926.21;21579.17;11743.45;18526.92;29159.97;4.0;1.0;11730.08;11715.32
3.0;39081.07;66404.2;9373.95;0.0;120122.92;5.0;0.0;14816.21;15632.43
2.0;24880.61;24735.87;33850.88;10132.61;29589.85;1.0;1.0;9478.51;9454.63
4.0;432991.16;495901.8;0.0;0.0;252871.84;4.0;0.0;40309.38;82268.32
2.0;22352.49;23016.22;27765.66;18255.89;22487.34;2.0;0.0;10811.65;10282.15
3.0;39838.06;45424.14;10526.45;0.0;77291.2;3.0;1.0;12178.95;13146.56
1.0;13573.94;3111.61;5577.89;34371.67;19942.28;5.0;0.0;11786.97;893.4850000000006
3.0;40616.52;52600.47;12603.12;0.0;85840.72;2.0;1.0;11467.82;12591.12
1.0;6422.19;3506.0;9708.47;35118.05;21454.44;0.0;1.0;6284.44;68.875
2.0;22797.54;28691.75;23011.07;16747.32;30569.61;2.0;1.0;9787.48;9346.99
2.0;22745.42;26546.41;22660.95;18844.51;31119.92;0.0;0.0;9549.08;9098.17
2.0;22758.3;31951.2;28367.0;25274.46;29433.45;1.0;1.0;9096.49;8648.15
3.0;40429.67;64338.3;11270.21;0.0;72003.48;1.0;1.0;10638.67;11724.6
3.0;42209.53;62533.12;12805.65;0.0;68450.04;4.0;1.0;13331.43;14773.34
1.0;7022.39;9470.86;13449.36;23232.0;5937.08;2.0;0.0;3511.2;3230.3
2.0;25935.67;12488.46;21264.89;13515.23;19360.33;0.0;1.0;8890.35;9077.48
3.0;39781.49;48088.53;12290.34;0.0;65303.14;5.0;1.0;13762.85;14719.15
2.0;22400.11;35454.79;23236.6;18103.51;11976.14;0.0;1.0;8360.02;7840.04
3.0;41130.94;43650.19;7757.5;0.0;63566.73;2.0;1.0;11524.4;12750.59
3.0;38279.55;65192.52;5132.01;0.0;90173.39;1.0;1.0;10445.16;11101.07
2.0;24769.61;26091.02;32827.51;14598.21;22008.97;3.0;1.0;10944.71;10898.63
2.0;24968.37;29002.39;29376.25;15539.45;22653.63;4.0;1.0;11741.46;11735.13
2.0;28501.22;33770.45;27522.47;26770.87;21033.54;3.0;1.0;11840.29;12540.54
2.0;27750.46;25720.96;23094.21;21080.55;23325.9;5.0;1.0;13325.14;13875.23
2.0;20159.8;25917.64;33402.21;13217.0;22973.4;3.0;0.0;10846.34;4656.73
3.0;38155.35;38575.29;7311.32;0.0;118051.01;1.0;0.0;11578.64;12209.71
3.0;39778.08;39978.76;10026.44;0.0;95697.45;4.0;1.0;12966.71;13922.33
2.0;21313.23;19411.62;27373.11;13846.8;17940.16;0.0;1.0;8196.98;7459.63
3.0;41136.2;50442.34;14669.14;0.0;100880.02;3.0;0.0;13581.79;14809.03
2.0;23719.33;34916.77;25597.23;13843.95;22650.46;5.0;1.0;12115.8;5801.765000000001
2.0;22385.14;19781.61;21268.7;4759.87;31280.51;5.0;0.0;12834.8;4775.17
2.0;26582.46;18685.97;21452.84;14595.25;15753.46;3.0;0.0;12708.91;13025.41
3.0;40697.24;63090.67;8152.62;0.0;112932.45;0.0;1.0;9848.81;10988.25
1.0;8569.99;4474.34;13882.65;16761.43;14627.33;0.0;0.0;7571.0;499.4949999999999
2.0;20028.34;30085.57;15979.36;11399.01;30247.67;2.0;1.0;9205.95;8211.62
3.0;42522.1;78129.61;10510.12;0.0;133337.99;3.0;1.0;12527.87;14032.29
2.0;22361.35;19346.07;30125.69;14231.39;21444.0;5.0;1.0;11708.4;5326.474999999999
3.0;40584.08;21981.21;14226.34;0.0;43263.47;5.0;1.0;13899.29;15016.11
2.0;30099.67;33921.02;15902.49;13258.54;41233.81;5.0;1.0;14029.9;15049.84
2.0;26737.63;21866.32;25969.12;14672.42;33357.95;4.0;1.0;12219.16;12566.69
1.0;2696.31;2733.65;11612.95;17044.37;15417.55;2.0;0.0;1348.16;1240.3
2.0;25696.11;19145.91;33419.9;18239.73;26713.22;1.0;1.0;9625.3;9764.52
4.0;248704.24;387559.55;0.0;0.0;336901.39;1.0;0.0;23678.73;39792.68
2.0;25522.46;37783.76;32790.21;16411.54;26264.01;2.0;1.0;10359.72;10464.21
4.0;416123.85;519042.93;0.0;0.0;414337.85;1.0;1.0;20403.1;58257.34
3.0;41083.52;30064.7;6235.2;0.0;128929.61;3.0;0.0;13573.36;14790.07
2.0;25492.58;33461.56;21430.55;18292.28;32058.44;3.0;1.0;11118.22;11216.74
3.0;39127.47;66062.85;6468.25;0.0;104415.57;2.0;0.0;12477.85;13303.34
2.0;28285.12;22466.96;26635.25;20874.58;25246.86;1.0;1.0;10091.32;10748.35
2.0;29345.71;13458.74;25576.91;22718.4;26122.0;1.0;1.0;10282.23;11151.37
3.0;40458.81;96905.1;11393.73;0.0;78618.93;4.0;1.0;13068.82;14160.58
2.0;22659.01;46905.26;34814.19;10595.3;17227.5;2.0;0.0;10891.34;10423.14
2.0;25416.62;7168.14;29659.72;20457.99;6050.43;0.0;1.0;8812.49;8895.82
2.0;25252.14;21753.06;34422.05;11944.97;18956.79;2.0;1.0;10302.95;10353.38
2.0;30370.89;19966.29;23731.69;12576.82;30395.54;3.0;1.0;12289.01;13363.19
3.0;41822.11;70022.69;10283.47;0.0;78612.1;5.0;0.0;15364.42;16728.84
2.0;23354.84;26023.27;23192.86;23103.91;29410.19;0.0;0.0;9670.97;9341.94
2.0;24557.19;32555.26;39456.9;20942.83;23356.98;5.0;1.0;12367.16;6095.014999999999
3.0;37002.79;35644.31;4450.16;0.0;83217.9;4.0;1.0;12550.42;12950.98
3.0;40251.05;71484.91;8577.09;0.0;73632.66;2.0;0.0;12635.15;13685.36
2.0;26014.16;34287.98;33584.03;12460.86;39023.75;5.0;0.0;14104.96;5954.6
1.0;9782.55;3281.71;12916.2;18379.77;12991.84;0.0;1.0;6956.51;1413.0199999999995
3.0;41582.6;33965.34;12735.61;0.0;72236.84;4.0;0.0;14484.87;15801.39
2.0;31677.26;15220.49;32448.31;19395.0;30315.79;3.0;1.0;12602.54;13937.99
3.0;39745.29;43889.4;7566.54;0.0;106402.2;0.0;0.0;10974.53;11923.59
2.0;26170.22;17276.67;26810.41;12514.2;30722.19;0.0;0.0;10234.04;10468.09
4.0;298874.14;872656.92;0.0;0.0;225894.06;4.0;1.0;21954.97;50808.6
1.0;10081.39;3302.86;13759.32;31343.07;14594.71;4.0;1.0;8629.3;726.0450000000001
3.0;39998.84;40112.42;11008.62;0.0;49571.97;2.0;1.0;11399.87;12399.64
3.0;40432.26;68798.87;12500.17;0.0;135496.45;1.0;1.0;10638.9;11725.36
2.0;23484.87;11482.16;21136.17;16159.65;23434.6;2.0;0.0;11106.07;10803.04
2.0;24881.45;18951.7;35934.34;15094.42;24180.83;1.0;1.0;9478.66;9454.95
4.0;459685.59;414311.73;0.0;0.0;293886.55;2.0;1.0;23790.57;68952.84
3.0;41057.68;45602.11;16404.91;0.0;114243.95;2.0;1.0;11516.34;12727.88
2.0;20378.15;19177.4;18113.4;17066.12;31319.86;2.0;1.0;9279.41;8355.04
2.0;21714.45;21737.71;22694.25;20641.44;18513.61;4.0;0.0;11948.62;4882.915
2.0;25663.23;22694.46;24597.99;13432.8;19918.18;1.0;0.0;10902.54;11035.19
3.0;40674.32;53700.95;7262.4;0.0;88078.81;1.0;0.0;11880.92;13015.78
2.0;26060.79;28727.79;40481.56;20504.96;30351.99;3.0;1.0;11254.59;11466.75
3.0;39961.15;35076.62;10225.07;0.0;63069.9;0.0;0.0;10996.12;11988.34
3.0;39329.78;66423.65;9252.91;0.0;99340.11;5.0;1.0;13686.06;14552.02
3.0;42459.31;21526.29;13031.7;0.0;87469.35;4.0;0.0;14642.68;16134.54
3.0;40352.96;63432.19;8512.33;0.0;62992.9;1.0;1.0;10631.77;11702.36
3.0;39688.38;22546.83;6830.64;0.0;105721.76;0.0;0.0;10968.84;11906.51
2.0;28338.82;34527.84;21975.5;18225.16;35631.97;3.0;1.0;11801.32;12469.08
3.0;39122.47;59834.06;11615.59;0.0;79728.27;0.0;1.0;9738.57;10563.07
3.0;36834.12;62265.88;15408.17;0.0;64885.87;4.0;0.0;13630.14;13996.97
2.0;25101.56;18388.66;27124.99;15726.97;27162.86;3.0;1.0;11024.37;11044.69
2.0;27195.65;28680.01;20053.85;19431.8;15776.19;1.0;1.0;9895.22;10334.35
3.0;39989.81;27359.68;9191.13;0.0;74359.98;4.0;0.0;14198.17;15196.13
2.0;22090.54;23941.76;26135.56;8970.44;28166.6;3.0;0.0;11406.26;5342.14
2.0;23921.4;14784.32;17660.71;7113.67;33715.76;2.0;0.0;11219.56;11003.84
2.0;27982.54;28911.85;21226.91;7338.52;44894.17;3.0;0.0;13114.94;13711.44
2.0;27322.89;9609.07;24965.48;5681.65;15080.43;3.0;0.0;12923.64;13388.22
1.0;7043.23;4566.12;26618.29;22396.9;21797.81;4.0;0.0;3521.62;1760.8049999999998
2.0;25557.79;16769.35;3795.94;18562.67;21840.36;4.0;0.0;13178.49;6189.650000000001
3.0;43378.65;63747.54;5720.64;0.0;81688.25;0.0;0.0;11337.87;13013.6
3.0;42731.08;47229.74;15733.23;0.0;93212.65;3.0;1.0;12555.04;14101.26
3.0;37839.37;73208.15;16254.4;0.0;118021.65;1.0;1.0;10405.54;10973.42
2.0;27082.57;15756.18;34159.36;14729.81;16960.69;1.0;1.0;9874.86;10291.38
3.0;39244.52;30903.42;9138.25;0.0;50818.79;0.0;0.0;10924.45;11773.36
3.0;39089.66;52434.8;11660.71;0.0;62614.36;4.0;0.0;14036.14;14854.07
2.0;29403.02;26287.58;31664.94;23026.05;23475.73;5.0;1.0;13820.91;14701.51
2.0;21636.8;23956.55;35585.3;20912.61;32921.44;2.0;0.0;10625.57;9952.93
2.0;21547.03;42436.94;25919.35;14171.56;33162.84;3.0;1.0;10171.29;9480.69
4.0;464608.75;385438.76;0.0;0.0;333987.53;2.0;0.0;37876.52;78983.49
2.0;21302.49;24928.03;28983.09;13264.02;10422.93;2.0;0.0;10538.65;9799.15
1.0;8325.74;7000.58;17218.73;14386.77;17507.76;0.0;1.0;6665.15;830.2950000000001
3.0;41474.51;51990.57;13579.65;0.0;91619.21;2.0;1.0;11562.2;12857.1
4.0;603401.1;754845.66;0.0;0.0;283726.62;3.0;0.0;49221.07;108612.2
4.0;216783.97;711700.3;0.0;0.0;357710.6;1.0;1.0;15419.6;30349.76
2.0;24480.48;30797.89;26411.27;10694.84;35612.73;0.0;1.0;8672.07;8568.17
2.0;26308.46;19372.82;20002.87;25034.38;20457.23;0.0;0.0;10261.69;10523.38
3.0;37614.71;62739.79;6301.14;0.0;113581.28;2.0;0.0;12266.06;12789.0
2.0;27681.92;30566.49;45658.52;14438.2;14591.04;5.0;0.0;14688.67;6496.624999999999
2.0;25025.69;22292.4;23673.81;7463.12;15959.03;0.0;0.0;10005.14;10010.28
2.0;24989.94;30384.18;21899.26;17385.43;25236.22;1.0;0.0;10747.69;10745.67
2.0;22989.17;29935.99;26331.02;20100.16;41658.96;3.0;0.0;11666.86;11264.69
1.0;9239.93;6083.44;14958.93;39383.55;15260.82;4.0;1.0;8326.37;456.77999999999975
2.0;27289.59;40030.76;11081.71;23588.11;27388.2;2.0;0.0;12095.29;12553.21
4.0;738781.82;915443.81;0.0;0.0;246348.28;4.0;0.0;61714.73;140368.55
2.0;21752.72;27251.56;29942.92;20408.35;19694.06;0.0;0.0;9350.54;8701.09
2.0;23898.0;23069.34;24010.15;18895.37;22743.47;1.0;0.0;10496.54;10276.14
3.0;41264.05;57903.15;13140.62;0.0;65841.82;1.0;0.0;11951.69;13204.5
2.0;25471.86;34250.03;27815.04;13275.69;15498.75;4.0;0.0;13151.0;6160.43
2.0;28664.88;25382.04;18230.79;8684.33;16474.03;0.0;0.0;10732.98;11465.95
3.0;40984.25;38029.2;4204.08;0.0;70354.94;3.0;0.0;13557.48;14754.33
4.0;671664.19;580790.26;0.0;0.0;340414.05;5.0;0.0;60374.81;134332.84
2.0;32740.84;27512.42;21247.59;19729.92;24776.57;3.0;0.0;14494.84;16043.01
1.0;3874.3;6056.47;18249.42;20970.24;11580.9;1.0;0.0;1937.15;1665.95
4.0;739373.77;415206.37;0.0;0.0;309087.02;2.0;0.0;54362.43;125693.54
3.0;40512.87;57557.17;9284.87;0.0;95233.25;3.0;1.0;12266.67;13369.25
2.0;24682.21;22236.13;19670.45;23663.78;19135.78;2.0;1.0;10183.26;10119.71
3.0;37148.45;52106.5;3966.71;0.0;30965.27;4.0;1.0;12572.27;13001.96
2.0;27286.92;11071.41;27954.94;14683.55;19459.65;1.0;0.0;11275.99;11733.38
3.0;42479.74;66287.84;11042.75;0.0;111010.8;0.0;0.0;11247.97;12743.92
2.0;28088.01;29587.99;29149.4;25978.27;37059.16;2.0;1.0;10898.48;11516.08
2.0;28815.42;27107.37;29073.04;19641.91;33546.98;1.0;0.0;11627.55;12390.63
2.0;24494.85;25648.56;19594.62;13248.79;25469.29;4.0;0.0;12838.35;5828.249999999999
2.0;28031.93;18730.36;25037.89;20567.54;25558.01;1.0;0.0;11447.34;12053.73
3.0;40598.63;44730.25;7354.28;0.0;96756.24;1.0;1.0;10653.88;11773.6
3.0;41697.61;59253.17;12048.53;0.0;45201.16;2.0;0.0;12837.67;14177.19
3.0;42528.13;31225.0;6812.2;0.0;94800.24;5.0;0.0;15505.63;17011.25
2.0;22745.81;30301.92;27350.85;9398.03;27816.0;5.0;1.0;11823.74;5461.035000000001
2.0;25092.58;29389.96;23423.44;16118.36;47720.31;3.0;1.0;11022.22;11040.74
2.0;34382.76;33523.56;15987.67;14080.02;14655.53;1.0;0.0;12908.03;14784.59
2.0;19755.43;23177.3;32175.17;13239.04;21403.87;3.0;0.0;10729.07;4513.18
2.0;29014.13;15023.84;34092.74;28375.32;30194.77;3.0;0.0;13414.1;14216.92
3.0;38612.89;29299.42;6549.13;0.0;70307.26;4.0;1.0;12791.93;13514.51
2.0;24576.51;20863.74;20585.54;14883.12;15379.93;1.0;1.0;9423.77;9339.07
1.0;6766.12;6074.08;13026.78;15238.46;24994.92;4.0;0.0;3383.06;1691.53
2.0;29528.63;20852.66;18567.46;14246.44;30710.63;2.0;0.0;12677.44;13583.17
2.0;25181.39;35053.65;24259.39;2655.67;31823.76;5.0;0.0;13813.49;5683.95
2.0;24240.07;27474.04;20534.02;9768.16;24781.85;1.0;1.0;9363.21;9211.23
3.0;40737.35;69186.97;7989.24;0.0;114328.19;1.0;0.0;11888.48;13035.95
3.0;39690.43;64282.66;12569.31;0.0;98511.15;5.0;1.0;13747.37;14685.46
2.0;25968.2;22028.93;18056.7;13301.7;16026.94;3.0;0.0;12530.78;12724.42
2.0;18650.11;19874.98;23006.74;16926.54;21067.36;5.0;1.0;10595.03;4027.54
1.0;10991.01;3747.74;13043.57;22989.81;17314.68;1.0;1.0;7637.84;1676.585
2.0;21249.2;28350.43;23331.03;18453.36;19337.43;4.0;0.0;11799.74;4724.7300000000005
2.0;27486.06;23194.43;23764.02;13004.53;28277.67;0.0;1.0;9122.91;9620.12
3.0;39233.17;52973.67;11446.72;0.0;108812.34;1.0;0.0;11707.98;12554.61
3.0;40912.94;70616.8;9360.92;0.0;79371.35;5.0;0.0;15182.59;16365.18
1.0;8791.62;5399.93;17144.89;6025.01;16050.06;5.0;1.0;8516.65;137.48500000000058
2.0;21757.2;7382.07;29568.52;14938.96;17769.04;1.0;1.0;8916.3;8267.74
2.0;22596.0;18170.02;29587.93;12982.89;26052.98;5.0;1.0;11778.8;5408.6
3.0;38063.67;70828.13;7147.44;0.0;79131.9;2.0;0.0;12328.91;12941.65
4.0;590909.18;646637.9;0.0;0.0;275280.5;4.0;1.0;33636.37;100454.56
1.0;2457.33;3000.15;21110.56;33055.74;13750.62;3.0;1.0;1228.66;1081.23
3.0;39853.89;51643.56;15547.88;0.0;101040.81;3.0;0.0;13376.62;14347.4
2.0;30414.57;31016.47;24978.28;5755.65;26788.7;5.0;0.0;15645.1;7384.735
3.0;38949.86;28804.93;15908.83;0.0;69149.17;4.0;0.0;14010.97;14800.95
2.0;23856.11;25301.36;34970.71;16343.88;24193.98;3.0;1.0;10725.47;10496.69
1.0;9536.14;5228.87;14771.92;17252.9;16302.97;5.0;1.0;8814.46;360.84000000000015
3.0;40042.2;75991.22;4994.83;0.0;111071.94;3.0;1.0;12205.49;13213.93
3.0;40293.25;56637.74;10826.22;0.0;70777.91;0.0;1.0;9820.53;10879.18
3.0;40724.5;38403.25;5609.76;0.0;80115.82;5.0;0.0;15144.9;16289.8
3.0;39518.23;37856.28;11829.25;0.0;86420.12;4.0;0.0;14113.28;15016.93
2.0;30055.83;20686.27;27742.55;12511.14;27852.27;3.0;0.0;13716.19;14727.36
1.0;8031.02;4153.96;14847.0;32151.81;13040.29;1.0;0.0;7730.55;150.23500000000013
2.0;24356.28;13784.1;19543.41;10242.23;25442.53;0.0;0.0;9871.26;9742.51
2.0;27491.08;28803.84;4578.65;10621.71;18216.1;5.0;1.0;13247.32;13745.54
2.0;26783.96;12668.76;27543.68;13638.94;11214.95;1.0;0.0;11160.31;11517.1
2.0;24746.92;35163.91;37948.87;15001.97;26536.95;5.0;0.0;13661.42;5542.749999999999
2.0;31743.82;16507.29;39368.06;6244.63;30790.01;5.0;0.0;16110.34;7816.74
2.0;30059.2;23076.06;33621.78;7954.67;186.83;3.0;1.0;12214.21;13226.05
2.0;29137.32;32141.47;19436.51;11073.75;30920.15;3.0;0.0;13449.82;14277.29
2.0;26265.56;24751.98;28502.35;19151.99;31238.3;4.0;0.0;13404.98;6430.290000000001
1.0;9481.54;7125.15;16713.71;43575.88;12341.01;0.0;0.0;7844.46;818.5400000000004
2.0;30377.63;33858.98;24728.29;20301.45;42134.6;4.0;1.0;13201.96;14277.49
2.0;22882.09;20826.62;22941.45;22499.03;24649.42;5.0;1.0;11864.63;5508.7300000000005
2.0;26971.85;30933.16;24106.84;19796.52;21043.91;4.0;1.0;12282.4;12676.77
2.0;24496.98;29599.14;33373.11;30118.42;45043.87;4.0;1.0;11614.18;11513.58
2.0;28111.48;45789.61;31381.88;12002.57;28048.14;0.0;1.0;9216.72;9839.02
2.0;27672.26;21217.3;31633.96;22341.49;22522.0;4.0;0.0;13855.12;6908.569999999999
1.0;6766.06;5547.85;16275.35;31495.1;12475.84;2.0;1.0;3383.03;2774.08
2.0;26252.14;23795.02;25230.63;13829.3;24135.39;1.0;1.0;9725.39;9975.81
2.0;29460.49;33942.16;20077.38;15988.37;34503.65;5.0;1.0;13838.15;14730.24
2.0;21588.48;16895.14;22741.93;13496.13;33312.24;0.0;0.0;9317.7;8635.39
2.0;23338.75;29680.58;27827.45;13444.26;28608.29;2.0;0.0;11068.08;10735.82
2.0;29782.21;14961.68;20901.54;13677.86;40946.41;3.0;0.0;13636.84;14593.28
2.0;27106.08;12364.47;22148.14;16502.21;24895.8;1.0;0.0;11234.4;11655.61
2.0;20196.27;21792.46;19604.18;14234.15;23251.29;1.0;1.0;8635.33;7674.58
3.0;39892.03;54825.24;4106.67;0.0;101529.05;5.0;1.0;13781.65;14760.05
3.0;41160.09;79369.86;11664.61;0.0;109962.09;5.0;0.0;15232.02;16464.04
2.0;27676.66;21924.17;11190.19;14416.1;31001.2;0.0;1.0;9151.5;9686.83
2.0;30773.56;35130.56;30941.22;21081.3;25631.31;3.0;1.0;12385.65;13540.37
2.0;16199.72;23214.32;13478.16;13306.99;39016.7;2.0;1.0;8401.94;6641.89
2.0;21485.34;43214.84;23307.84;15895.32;37329.77;2.0;1.0;9511.92;8808.99
2.0;24410.75;32699.74;19113.68;14991.2;6067.2;5.0;1.0;12323.23;6043.76
2.0;28080.2;14436.63;10366.63;17466.41;24763.21;3.0;0.0;13143.26;13759.3
3.0;40909.26;38163.46;5728.33;0.0;77415.62;0.0;0.0;11090.93;12272.78
2.0;30708.74;18105.71;17663.22;5596.31;23867.32;3.0;1.0;12370.1;13511.85
3.0;42436.09;64405.94;6724.49;0.0;70515.03;2.0;0.0;12941.05;14428.27
2.0;28952.24;15912.75;40363.36;13035.63;22430.91;1.0;1.0;10211.4;11001.85
3.0;39479.37;76138.1;12670.53;0.0;79364.63;1.0;0.0;11737.52;12633.4
3.0;38748.27;72999.97;5742.72;0.0;103482.89;1.0;0.0;11649.79;12399.45
1.0;8724.63;4559.66;19246.13;15406.51;15013.39;3.0;0.0;8664.34;30.144999999999527
2.0;20530.63;15164.84;13145.84;20150.61;39077.18;4.0;1.0;10543.27;9649.4
2.0;26222.59;23568.61;29962.64;20743.66;15468.27;4.0;1.0;12080.1;12324.62
3.0;37940.64;72768.43;10035.71;0.0;71365.42;2.0;0.0;12311.69;12899.82
2.0;24642.79;28137.76;25741.16;10058.61;34351.65;0.0;1.0;8696.42;8624.98
2.0;21505.43;20740.44;30890.83;14495.02;28672.24;5.0;0.0;12526.9;4489.265
1.0;8653.15;2975.19;982.79;20157.29;12597.27;1.0;0.0;7942.07;355.53999999999996
2.0;24507.75;18031.77;15512.56;15227.17;21698.77;4.0;0.0;12842.48;5832.635
4.0;367926.24;626732.78;0.0;0.0;311588.72;4.0;0.0;35754.84;69905.99
2.0;27463.88;22262.98;23338.64;13204.38;30320.25;1.0;0.0;11316.69;11809.47
2.0;31756.85;16300.52;29560.06;16610.58;24504.41;5.0;1.0;14527.06;15878.42
2.0;23481.3;11175.85;22518.69;17808.61;12865.61;5.0;1.0;12044.39;5718.455
2.0;22533.33;24641.87;21789.4;11130.88;31338.12;3.0;1.0;10408.0;9914.67
3.0;39482.34;50519.71;6185.74;0.0;125301.88;4.0;1.0;12922.35;13818.82
2.0;25890.55;15660.71;19785.8;22476.96;29395.84;5.0;0.0;14061.69;5914.429999999999
3.0;38447.83;48451.82;9333.1;0.0;77934.63;2.0;1.0;11229.26;11918.83
3.0;37391.44;41380.17;5404.44;0.0;117155.34;3.0;0.0;12982.63;13460.92
2.0;26235.47;39331.52;19547.15;20187.32;20477.33;3.0;1.0;11296.51;11543.61
2.0;23300.6;28229.25;28035.01;16363.46;23549.81;0.0;1.0;8495.09;8155.21
3.0;42528.14;49014.5;13028.11;0.0;87286.99;0.0;1.0;9976.97;11482.6
2.0;22719.81;20351.05;29517.09;16616.37;29945.83;3.0;0.0;11588.74;5565.535000000001
2.0;19663.03;13251.0;13041.25;13548.53;19844.99;1.0;1.0;8539.35;7471.95
2.0;22979.84;18401.42;34819.59;4085.14;23729.03;1.0;0.0;10285.36;9881.33
3.0;41023.35;57933.48;8839.2;0.0;64275.78;3.0;0.0;13563.74;14768.41
2.0;20285.77;11137.51;23517.9;18448.59;23088.92;2.0;0.0;10274.3;9331.45
2.0;25957.57;18388.32;33759.33;21244.64;15876.37;5.0;0.0;14085.15;5936.21
1.0;9154.36;5529.35;21695.13;21888.48;12795.1;5.0;0.0;4577.18;2288.59
2.0;23159.55;25395.39;21746.56;13401.04;29553.2;0.0;0.0;9631.91;9263.82
1.0;10590.77;8983.87;14957.64;20971.25;12853.39;0.0;1.0;7118.15;1736.3100000000004
2.0;22776.27;20272.92;30231.24;13152.82;37003.58;4.0;0.0;12288.41;5243.93
3.0;36564.38;39557.73;9507.47;0.0;110322.06;2.0;1.0;11022.08;11334.96
2.0;26640.65;20325.89;25324.66;10176.17;33539.21;3.0;0.0;12725.79;13053.92
3.0;40991.81;36005.57;7571.01;0.0;83451.51;4.0;1.0;13148.77;14347.13
3.0;41397.41;46877.73;3591.92;0.0;33549.76;2.0;0.0;12795.64;14075.12
2.0;21923.48;33625.81;25510.94;9296.72;12906.13;2.0;1.0;9603.93;8988.63
2.0;23002.29;21663.99;22606.42;15106.33;32169.83;0.0;0.0;9600.46;9200.92
2.0;27268.8;21081.33;22865.79;15960.24;10502.25;5.0;0.0;14544.08;6362.36
2.0;30630.27;24399.87;21500.31;22848.49;27915.27;3.0;1.0;12351.26;13477.32
2.0;18470.04;20478.84;24597.84;22672.25;3234.88;1.0;0.0;9248.11;7942.12
2.0;27963.05;20133.5;23807.21;15898.96;26100.79;4.0;1.0;12550.02;13142.63
2.0;26861.32;44238.43;24542.24;16766.7;20785.48;1.0;1.0;9835.04;10207.3
3.0;42611.26;43132.97;17209.26;0.0;66617.36;5.0;1.0;14243.91;15766.17
3.0;42759.62;61232.18;11397.03;0.0;115024.78;5.0;1.0;14269.14;15821.06
4.0;433882.94;482002.58;0.0;0.0;361851.43;3.0;0.0;38202.39;78098.93
2.0;27168.95;25134.41;25340.78;20532.8;24420.1;3.0;0.0;12879.0;13312.79
2.0;26424.85;31453.96;17588.21;8416.32;16913.55;2.0;0.0;11870.46;12155.43
2.0;28282.72;34410.93;46419.58;7744.61;27446.55;0.0;1.0;9242.41;9898.95
2.0;25733.46;25091.73;8145.36;28418.53;32004.19;3.0;0.0;12462.7;12609.4
2.0;25693.45;19422.08;25567.4;21142.59;24931.44;5.0;0.0;13992.71;5850.370000000001
1.0;8716.4;5801.21;15184.3;29558.48;8553.45;3.0;0.0;8660.89;27.75500000000011
2.0;25367.4;28599.12;20625.05;19637.35;20431.17;2.0;1.0;10327.15;10400.63
3.0;43294.9;38638.31;13217.34;0.0;106111.51;3.0;0.0;13927.18;15586.16
2.0;25729.7;19548.2;11098.63;18066.07;20003.89;5.0;1.0;12718.91;12864.85
2.0;26471.16;26059.61;29660.19;10800.79;27581.46;3.0;1.0;11353.08;11647.31
4.0;470097.51;108698.18;0.0;0.0;262478.46;1.0;0.0;35855.36;75215.6
2.0;32029.09;20013.16;21293.17;20346.24;34176.4;3.0;1.0;12686.98;14092.8
1.0;3956.47;5701.58;15537.26;25663.21;18880.94;2.0;0.0;1978.24;1819.98
2.0;28084.49;25846.65;25487.27;7902.42;25672.77;4.0;1.0;12582.81;13199.71
3.0;38320.55;45710.72;10003.07;0.0;68499.78;5.0;0.0;14664.11;15328.22
3.0;41707.96;45219.18;3228.83;0.0;43838.85;4.0;1.0;13256.19;14597.79
2.0;28662.14;16326.17;34707.67;20389.06;28257.16;5.0;1.0;13598.64;14331.07
3.0;39273.55;47386.9;9976.01;0.0;95942.59;5.0;0.0;14854.71;15709.42
1.0;8912.98;3171.4;18366.28;33063.51;12308.68;4.0;1.0;8208.67;352.15499999999975
3.0;39652.3;36567.33;12479.26;0.0;109860.51;5.0;0.0;14930.46;15860.92
2.0;28952.26;22868.22;6784.2;10953.85;27685.37;3.0;0.0;13396.16;14186.61
1.0;5808.76;6782.77;11841.01;30263.19;21393.1;4.0;0.0;2904.38;1452.19
2.0;25143.17;22113.24;26168.43;20839.0;29240.24;3.0;0.0;12291.52;12320.15
2.0;23570.34;16598.87;32754.62;17598.89;34044.27;1.0;0.0;10421.18;10135.25
2.0;24599.5;30977.02;21813.76;6358.53;18329.68;0.0;1.0;8689.93;8609.83
2.0;30530.04;28182.86;23582.88;15802.3;21769.46;0.0;0.0;11106.01;12212.02
4.0;574669.11;370321.37;0.0;0.0;192055.07;5.0;0.0;53100.18;114933.82
3.0;37432.11;83078.76;8344.91;0.0;98224.85;4.0;1.0;12614.82;13101.24
3.0;40044.26;63230.14;9363.83;0.0;27235.65;2.0;1.0;11404.87;12413.72
